first_word	ensemble_pred	ensemble_conf	n_encoders_voting	gt_modal	gt_total_emits	jsd_vs_gt	similarity	argmax_matches_gt_modal	total_emit_count	is_claude	ensemble_p_HP-D	ensemble_p_HP-S	ensemble_p_LP	ensemble_p_NP	ensemble_p_HN-D	ensemble_p_HN-S	ensemble_p_LN	ensemble_p_NB	ensemble_p_HB	gt_p_HP-D	gt_p_HP-S	gt_p_LP	gt_p_NP	gt_p_HN-D	gt_p_HN-S	gt_p_LN	gt_p_NB	gt_p_HB	gemma_pred	gemma_conf	ministral_pred	ministral_conf	opus_pred	opus_conf
(ﾟ﹏ﾟ)	HN-S	0.4335	3	LN	3	0.4894	0.2939	False	3	False	0.0063	0.0548	0.004	0.0055	0.1577	0.4335	0.1319	0.0657	0.1406	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	HN-S	0.811	HN-D	0.445	HB	0.328
(ﾟｰﾟ)	NB	0.2682	3	LN	6	0.2913	0.5797	False	6	True	0.0787	0.187	0.0259	0.0286	0.0901	0.0911	0.1132	0.2682	0.1171	0.0	0.0	0.0	0.0	0.0	0.3333	0.5	0.1667	0.0	HP-S	0.541	LN	0.25	NB	0.446
(ﾟﾛﾟ)	HP-S	0.307	3		0				1	False	0.0444	0.307	0.0027	0.003	0.1439	0.246	0.0841	0.0352	0.1336										HP-S	0.888	HN-D	0.399	HN-S	0.455
(￢_￢)	HB	0.4485	3	HB	6	0.245	0.6466	True	6	False	0.0342	0.006	0.0077	0.0201	0.273	0.0502	0.0558	0.1046	0.4485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	HB	0.93	HN-D	0.494	HN-D	0.309
(￣^￣)	NB	0.2245	3	LP	3	0.5491	0.2079	False	3	False	0.2101	0.0278	0.0811	0.0851	0.1979	0.0143	0.0296	0.2245	0.1296	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	HP-D	0.497	NB	0.268	HN-D	0.556
(￣^￣ゞ	HP-D	0.2616	3		0				0	False	0.2616	0.0252	0.0997	0.0906	0.1161	0.0204	0.0236	0.233	0.1297										HP-D	0.611	LP	0.268	HN-D	0.333
(￣_￣)	HB	0.4895	3	HB	11	0.1276	0.8159	True	11	False	0.0283	0.0029	0.0096	0.0209	0.1187	0.0693	0.1182	0.1426	0.4895	0.0909	0.0	0.0	0.1818	0.1818	0.0	0.0909	0.0	0.4545	HB	1.0	HB	0.311	NB	0.348
(￣_￣;)	HB	0.4736	3	HN-S	5	0.4553	0.3432	False	5	False	0.0078	0.002	0.0043	0.0068	0.1097	0.1653	0.1697	0.0609	0.4736	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	HB	0.999	LN	0.392	HB	0.32
(￣~￣;)	HB	0.5174	3		0				0	False	0.0369	0.0058	0.0523	0.031	0.0385	0.0321	0.1551	0.131	0.5174										HB	0.996	LN	0.339	HB	0.46
(￣ε￣)	HP-D	0.3192	3		0				1	False	0.3192	0.0193	0.1987	0.063	0.0871	0.0186	0.0656	0.1358	0.0928										HP-D	0.642	NB	0.225	HN-D	0.242
(￣ε￣;)	HP-D	0.2465	3		0				1	False	0.2465	0.0087	0.1461	0.0282	0.0806	0.0475	0.1729	0.0952	0.1744										HP-D	0.503	LN	0.252	HB	0.247
(￣ω￣)	HP-D	0.4459	3		0				2	False	0.4459	0.036	0.13	0.1229	0.0103	0.0102	0.0171	0.1706	0.0569										HP-D	0.946	NB	0.24	HP-D	0.248
(￣ω￣;)	HB	0.5196	3	HN-S	14	0.1521	0.7805	False	14	True	0.0494	0.0078	0.0339	0.0357	0.0323	0.0933	0.1107	0.1174	0.5196	0.0	0.0	0.1429	0.0714	0.0714	0.2857	0.2143	0.0	0.2143	HB	0.998	LN	0.215	HB	0.349
(￣∇￣)	HP-D	0.3036	3	NB	30	0.0479	0.9309	False	30	False	0.3036	0.0427	0.1264	0.1297	0.0096	0.0074	0.0261	0.2957	0.0589	0.1333	0.0	0.2	0.2	0.0	0.0	0.0333	0.3667	0.0667	HP-D	0.504	NB	0.318	HP-D	0.248
(￣∇￣;)	HB	0.4375	3	NP	13	0.1477	0.7869	False	13	False	0.0766	0.013	0.0448	0.055	0.0197	0.0898	0.1339	0.1299	0.4375	0.1538	0.0769	0.0769	0.3077	0.0	0.0	0.0769	0.1538	0.1538	HB	0.76	NB	0.203	HB	0.432
(￣▽￣)	HP-D	0.335	3	NP	140	0.0363	0.9477	False	140	False	0.335	0.0766	0.1856	0.1552	0.0092	0.0097	0.0174	0.1523	0.0589	0.1643	0.0929	0.1357	0.2071	0.0143	0.0143	0.0714	0.1643	0.1357	HP-D	0.587	NB	0.217	HP-D	0.259
(￣▽￣;)	HB	0.5444	3	HN-S	13	0.2354	0.6604	False	13	False	0.0639	0.0189	0.0359	0.0554	0.0281	0.0802	0.0772	0.0961	0.5444	0.0769	0.1538	0.0	0.0	0.0	0.3077	0.3077	0.0	0.1538	HB	0.989	HB	0.198	HB	0.446
(￣へ￣)	HN-D	0.4118	3		0				0	False	0.0522	0.0041	0.0307	0.0275	0.4118	0.026	0.0712	0.1563	0.2201										HN-D	0.722	HB	0.319	HN-D	0.491
(￣ヘ￣)	HN-D	0.3846	3		0				2	True	0.1516	0.0052	0.027	0.0278	0.3846	0.025	0.0759	0.163	0.1399										HN-D	0.605	NB	0.318	HN-D	0.523
(￣ヘ￣;)	HN-D	0.3798	3		0				1	True	0.0242	0.0019	0.0064	0.0078	0.3798	0.0813	0.1852	0.0563	0.2572										HN-D	0.667	LN	0.387	HN-D	0.293
(￣ー￣)	HP-D	0.3923	3		0				0	False	0.3923	0.0156	0.0768	0.0708	0.0491	0.0221	0.04	0.2153	0.1179										HP-D	0.721	NB	0.244	HP-D	0.32
(￣ー￣;)	HB	0.4725	3		0				0	False	0.0417	0.0042	0.0148	0.0259	0.0648	0.1309	0.1519	0.0933	0.4725										HB	0.914	LN	0.349	HB	0.294
(￣︞￣)	HP-D	0.3644	3		0				1	False	0.3644	0.0065	0.0088	0.0151	0.1225	0.0419	0.2448	0.1133	0.0829										HP-D	0.963	LN	0.433	LN	0.3
(￣︶￣)	LP	0.4485	3	HP-D	10	0.3213	0.5365	False	10	False	0.1403	0.0419	0.4485	0.118	0.0112	0.0135	0.0442	0.1337	0.0487	0.4	0.0	0.0	0.0	0.1	0.0	0.2	0.1	0.2	LP	0.83	LP	0.224	LP	0.292
(￣︿￣)	HN-D	0.383	3	HP-D	8	0.2266	0.6731	False	8	False	0.0472	0.0081	0.0069	0.0133	0.383	0.0581	0.1275	0.0659	0.2901	0.375	0.0	0.0	0.0	0.0	0.125	0.125	0.125	0.25	HB	0.626	HN-D	0.225	HN-D	0.582
(￣﹃￣)	LP	0.2013	3		0				2	False	0.1844	0.0216	0.2013	0.0855	0.0916	0.0673	0.0751	0.086	0.1873										HP-D	0.428	HN-D	0.263	LP	0.325
(￣﹉￣)	HB	0.3732	3		0				1	False	0.0663	0.0052	0.0161	0.0162	0.2189	0.0857	0.1063	0.112	0.3732										HB	0.81	HN-D	0.313	HN-D	0.287
(￣﹏￣)	HB	0.3873	3	HB	11	0.0569	0.918	True	11	False	0.0106	0.0022	0.0066	0.0086	0.2381	0.1172	0.1728	0.0564	0.3873	0.0	0.0	0.0	0.0909	0.2727	0.1818	0.0909	0.0	0.3636	HB	0.893	HN-D	0.454	LN	0.318
(￣﹒￣)	HB	0.4089	3		0				1	False	0.0432	0.0048	0.0167	0.0145	0.1629	0.0999	0.0995	0.1497	0.4089										HB	0.888	HN-D	0.332	NB	0.401
(￣￢￢)	HP-D	0.2294	3		0				1	False	0.2294	0.0087	0.0646	0.0165	0.2004	0.1627	0.0396	0.0743	0.2038										HP-D	0.518	HN-S	0.465	HB	0.233
(￣￣)	NB	0.2602	3	HN-S	8	0.2219	0.6799	False	8	False	0.1808	0.01	0.0379	0.0304	0.0864	0.0902	0.11	0.2602	0.1942	0.0	0.125	0.0	0.0	0.0	0.375	0.25	0.125	0.125	HP-D	0.439	HN-S	0.235	NB	0.387
(￣￣;✿)	HB	0.291	3		0				1	False	0.0206	0.013	0.1455	0.0523	0.0542	0.2073	0.1526	0.0635	0.291										HB	0.408	HN-S	0.377	HB	0.326
(￣￣;￣￣)	HB	0.4388	3		0				1	False	0.0483	0.0045	0.0117	0.0137	0.073	0.2016	0.1505	0.0577	0.4388										HB	0.85	HN-S	0.385	HB	0.32
(￣￣|||)	HB	0.4955	3		0				0	False	0.0085	0.0008	0.0017	0.0024	0.0747	0.2131	0.1392	0.0642	0.4955										HB	0.995	HN-S	0.403	HB	0.367
(�sad)	LN	0.4681	3		0				1	False	0.0899	0.0153	0.0128	0.021	0.1438	0.1289	0.4681	0.0786	0.0416										HN-S	0.232	LN	0.52	LN	0.732
(�ó_Á⇂)	NB	0.3558	3		0				1	False	0.0439	0.0158	0.0099	0.0203	0.2357	0.1048	0.0638	0.3558	0.15										NB	0.933	HN-D	0.409	HN-D	0.296
